,CONTROL,TUITFTE,INEXPFTE,AVGFACSAL,OPENADMP,ADM_RATE,SAT_AVG,ACTCMMID,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4_NOLOANNOPELL,FTFTPCTPELL,DEBT_MDN,C100_4_POOLED,C150_4_POOLED,MEDIAN_HH_INC,POVERTY_RATE,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,PFTFAC,DEP_STAT_PCT_IND,REGION,DEBT_MDN_SUPP,UG25ABV,CDR3,CDR2,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10
1328,1,8861.0,6288.0,7979.0,2.0,0.5726,1136.0,23.0,19331.0,8771.0,13607.0,0.4201,0.5074,10250.0,0.1583,0.3433,51940.24,14.0,0.4954527481,0.17319098460000001,0.1344404903,0.0992487149,0.09766706210000001,0.6679999999999999,0.2558323448,5,10250,0.263,0.085,0.073,40500,44100,50100
1330,1,6515.0,6028.0,6139.0,2.0,0.937,1117.0,22.0,19041.0,7952.0,9045.0,0.5589999999999999,0.3726,11750.0,0.2381,0.4588,49304.74,15.119999885559,0.4152022885,0.1601961586,0.1328156927,0.13649366570000002,0.15529219449999998,1.0,0.18716796079999998,5,11750,0.1567,0.10400000000000001,0.065,39000,46000,49800
1331,1,8082.0,6700.0,7372.0,2.0,0.7101,1135.0,23.0,20052.0,8554.0,20654.0,0.5927,0.4963,12870.0,0.2143,0.424,43063.22,17.0699996948242,0.4416045438,0.1725239617,0.138800142,0.12353567630000001,0.12353567630000001,1.0,0.18920837769999999,5,12870,0.10300000000000001,0.071,0.085,40400,48100,56700
1333,1,6171.0,5134.0,6311.0,2.0,0.8198,1102.0,22.0,20612.0,7922.0,18710.0,0.4938,0.4992,13000.0,0.2615,0.4218,43125.41,16.5200004577636,0.480271425,0.17768283489999998,0.1344558934,0.115355617,0.0922342297,0.6116,0.3850213622,5,13000,0.2692,0.094,0.095,35400,41400,47500
1334,2,14993.0,8363.0,6866.0,2.0,0.3534,,,21515.0,14180.0,14180.0,0.6296,0.4286,15000.0,0.1373,0.5045,52742.13,13.5900001525878,0.5355731225,0.1758893281,0.1106719368,0.0869565217,0.0909090909,0.5407,0.5217391304,5,15000,0.466,0.09,0.046,41200,39100,41500
1335,2,16261.0,8901.0,7183.0,2.0,0.5920000000000001,1120.0,22.0,24610.0,13287.0,13287.0,0.44,0.4304,15070.0,0.1894,0.3763,54007.12,12.5200004577636,0.41209563990000003,0.158931083,0.1490857947,0.1265822785,0.1533052039,1.0,0.5893108297999999,5,15070,0.4283,0.07400000000000001,0.05,45000,53400,52100
1340,2,18761.0,33871.0,2984.0,1.0,,,,35640.0,18230.0,18230.0,0.5,0.2667,,0.35,0.45,50129.91,13.8100004196167,0.41379310340000003,,,,,0.8182,,5,PrivacySuppressed,0.1781,0.0,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
1347,1,6384.0,5950.0,6854.0,2.0,0.8963,1105.0,22.0,19673.0,8165.0,20643.0,0.5005,0.4376,11000.0,0.1746,0.4047,53084.32,12.9099998474121,0.4351687389,0.1641997237,0.134991119,0.1211762384,0.14446418,0.8194,0.1422932702,5,11000,0.1045,0.109,0.067,39500,42900,48100
1348,1,6153.0,5718.0,7149.0,2.0,0.3724,1019.0,19.0,23377.0,9122.0,16472.0,0.6667,0.7884,18750.0,0.0807,0.2967,45854.37,18.3700008392334,0.600623053,0.1869158879,0.10311526480000001,0.057943925199999996,0.0514018692,0.98,0.1433021807,5,18750,0.1404,0.149,0.07,37500,41700,43200
1349,1,4813.0,4797.0,5890.0,2.0,0.3009,925.0,17.0,12702.0,7033.0,15934.0,0.5238,0.8367,20210.0,0.0623,0.2327,43920.92,19.729999542236303,0.7613207546999999,0.15,0.054716981100000006,0.021698113199999997,0.012264150900000001,0.6908,0.4575471698,5,20210,0.4739,0.132,0.12300000000000001,31500,PrivacySuppressed,PrivacySuppressed
1351,1,9602.0,7330.0,8337.0,2.0,0.5599,1202.0,25.0,20807.0,9912.0,23640.0,0.5986,0.3839,12444.0,0.1679,0.4608,47090.8,15.479999542236301,0.3795262267,0.1602368866,0.1495769882,0.13197969539999999,0.178680203,0.7834,0.19407783420000002,5,12444,0.1454,0.075,0.065,43900,44200,53200
1353,2,28290.0,25991.0,11783.0,2.0,0.1733,1428.0,32.0,69517.0,54820.0,54820.0,0.8723,0.0824,19000.0,0.7372,0.8436,69803.28,9.21000003814697,0.283416528,0.14198557960000002,0.10759844699999999,0.10759844699999999,0.3594009983,0.6278,0.2257348863,5,19000,0.10300000000000001,0.036000000000000004,0.040999999999999995,97400,80000,77500
1354,2,18718.0,8972.0,8817.0,2.0,0.5788,1133.0,23.0,34230.0,24348.0,24348.0,0.7120000000000001,0.5720000000000001,12750.0,0.3262,0.4643,55657.89,14.369999885559,0.4555873926,0.18338108879999998,0.1489971347,0.090974212,0.1210601719,0.8727,0.0608882521,5,12750,0.0345,0.079,0.092,64200,65700,63300
1356,1,9287.0,469.0,,1.0,,,,,14343.0,14343.0,0.3333,,12500.0,0.2857,0.3297,53241.64,7.599999904632571,0.6982886614,0.1576932093,0.0849157355,0.0386288453,0.0204735485,,0.9251907999,1,12500,0.8221,0.11599999999999999,0.153,29700,44400,58700
1357,2,42085.0,15194.0,8426.0,2.0,0.6689,,,54969.0,43542.0,43542.0,0.7037,0.3297,16834.0,0.527,0.6622,66849.39,6.5,0.3043478261,0.115942029,0.18840579710000002,0.2101449275,0.1811594203,1.0,,1,16834,0.0372,0.027999999999999997,0.027000000000000003,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
1358,2,46915.0,23564.0,11252.0,2.0,0.1779,,,68870.0,53794.0,53794.0,0.8899,0.1059,12000.0,0.8752,0.9082,77753.31,5.800000190734861,0.1538461538,0.11705685619999999,0.1672240803,0.1337792642,0.42809364549999995,0.8655,,1,12000,0.0017,0.013999999999999999,0.013999999999999999,PrivacySuppressed,PrivacySuppressed,74700
1360,2,31648.0,31815.0,12120.0,2.0,0.1026,,,68070.0,53922.0,53922.0,0.9583,0.1597,14911.0,0.8974,0.9508,75490.21,7.42999982833862,0.30128205129999996,0.1217948718,0.11217948720000001,0.11538461539999999,0.34935897439999997,0.8588,,1,14911,0.0011,0.025,0.013000000000000001,PrivacySuppressed,PrivacySuppressed,88300
1363,2,31197.0,23258.0,11881.0,2.0,0.1306,1437.0,32.0,68582.0,55210.0,55210.0,0.9003,0.1395,16750.0,0.8822,0.9103,80130.48,5.71000003814697,0.18429003019999998,0.1027190332,0.12084592150000001,0.1268882175,0.4652567976,0.9176,,1,16750,0.001,0.0,0.015,PrivacySuppressed,PrivacySuppressed,72600
1367,1,5542.0,7306.0,7392.0,1.0,,,,16535.0,7988.0,17918.0,0.1842,0.6257,13975.0,0.049,0.1728,48750.5,8.850000381469721,0.5813710099,0.16064887490000002,0.1376242805,0.0884353741,0.0319204605,0.3525,0.6614338043,1,13975,0.6086,0.168,0.18100000000000002,27000,34500,34700
1368,1,6095.0,11716.0,7105.0,2.0,0.8121,,,22158.0,9118.0,18598.0,0.6286,0.5378,16000.0,0.3641,0.5139,55400.06,7.610000133514401,0.2929085303,0.161356629,0.19527235350000002,0.20246659820000001,0.147995889,0.6919,0.0935251799,1,16000,0.0663,0.047,0.05,34900,37500,39200
1369,1,6098.0,6535.0,6700.0,2.0,0.9502,1005.0,19.0,17604.0,8115.0,12315.0,0.4773,0.4574,12909.0,0.2042,0.4042,44056.6,9.039999961853018,0.4323374341,0.14059753949999998,0.1915641476,0.1564147627,0.079086116,0.369,0.44639718799999994,1,12909,0.2653,0.084,0.12,35400,39400,38400
1370,1,4345.0,9800.0,6725.0,1.0,,,,17588.0,7830.0,15100.0,0.4118,0.5977,11108.0,0.1681,0.3047,46260.44,10.859999656677198,0.5295857988,0.1331360947,0.16863905329999998,0.1065088757,0.0621301775,0.45899999999999996,0.2928994083,1,11108,0.3381,0.18,0.135,25100,PrivacySuppressed,PrivacySuppressed
1371,1,11226.0,10095.0,9486.0,2.0,0.9234,1156.0,25.0,23547.0,11170.0,30970.0,0.6849,0.3225,18500.0,0.3898,0.5899,54908.38,7.789999961853019,0.2409876543,0.1360493827,0.1661728395,0.1859259259,0.2708641975,0.6990000000000001,0.069382716,1,18500,0.0703,0.057,0.049,44800,46400,52100
1372,1,19910.0,11142.0,11806.0,2.0,0.5502,1104.0,24.0,26962.0,13478.0,27098.0,0.7619,0.3033,27000.0,0.502,0.7214,56725.03,7.420000076293941,0.1575492341,0.08971553609999999,0.1641137856,0.21663019690000002,0.3719912473,0.75,0.0722100656,1,27000,0.0599,0.021,0.032,99900,108600,108800
1373,1,4594.0,7716.0,6717.0,2.0,0.9164,,,16620.0,8035.0,12235.0,0.4528,0.5305,8250.0,0.1818,0.3183,42576.12,9.72999954223632,0.4632653061,0.15306122449999998,0.15918367349999998,0.1163265306,0.10816326529999999,0.4615,0.2285714286,1,8250,0.2256,0.133,0.136,31300,36100,40400
1374,2,23042.0,10774.0,8888.0,2.0,0.7982,1146.0,23.0,53663.0,37620.0,37620.0,0.7021,0.2677,19822.0,0.5654,0.6074,64934.4,5.84000015258789,0.1598566308,0.1103942652,0.1670250896,0.1885304659,0.3741935484,0.5169,0.0831541219,1,19822,0.2878,0.024,0.037000000000000005,54700,48000,51600
1377,2,18081.0,11764.0,5935.0,2.0,0.6137,,,48448.0,35050.0,35050.0,0.5926,0.3866,17250.0,0.5,0.5217,67354.3,6.2399997711181605,0.2937062937,0.1608391608,0.1293706294,0.16783216780000002,0.2482517483,0.2336,0.1223776224,1,17250,0.0893,0.098,0.027999999999999997,PrivacySuppressed,PrivacySuppressed,32600
1378,2,12717.0,7264.0,6196.0,2.0,0.8362,1069.0,21.0,49818.0,35650.0,35650.0,0.9016,0.3233,16745.0,0.5232,0.6089,63952.22,6.07000017166137,0.2185338866,0.1341632089,0.15629322269999998,0.1908713693,0.3001383126,0.987,0.2074688797,1,16745,0.2753,0.033,0.049,39200,49200,48200
1381,1,8097.0,8466.0,8795.0,2.0,0.8543,1050.0,22.0,19385.0,8918.0,21294.0,0.4697,0.4538,14084.0,0.1786,0.3655,58065.5,7.03000020980835,0.4290882779,0.1624457308,0.1371201158,0.1313314038,0.14001447179999998,0.336,0.32923299570000003,1,14084,0.2885,0.061,0.05,44000,44700,44400
1382,2,10493.0,4499.0,6673.0,1.0,,,,37754.0,26900.0,26900.0,0.4167,0.46399999999999997,17275.0,0.4207,0.4837,52667.44,8.35999965667724,0.3082191781,0.154109589,0.1900684932,0.1797945205,0.16780821920000003,0.5625,0.0856164384,1,17275,0.0343,0.126,0.083,40700,41500,48300
1383,2,17539.0,6525.0,6046.0,2.0,0.9426,,,40199.0,29160.0,29160.0,0.4483,0.3943,15500.0,0.5444,0.6573,64564.47,6.3899998664855895,0.25431034480000003,0.1206896552,0.1724137931,0.1918103448,0.26077586210000003,0.4773,0.0711206897,1,15500,0.0653,0.059000000000000004,0.026000000000000002,31100,36300,41000
1390,1,12035.0,11628.0,10286.0,2.0,0.784,1020.0,22.0,25674.0,8958.0,21076.0,0.3443,0.6075,16948.0,0.127,0.3513,65721.01,8.9399995803833,0.5056657224000001,0.2053824363,0.1288951841,0.0708215297,0.0892351275,0.4952,0.5509915014,2,16948,0.5029,0.071,0.059000000000000004,60900,66900,63500
1391,1,5159.0,9266.0,8399.0,2.0,0.3801,,,21623.0,8234.0,18874.0,0.45,0.6167,12500.0,0.1524,0.4076,77046.6,6.90999984741211,0.4046563193,0.18218773100000002,0.15668883960000002,0.1241685144,0.1322985957,0.5025,0.2535107169,2,12500,0.1893,0.141,0.128,48400,49900,47600
1392,2,22197.0,6321.0,7277.0,2.0,0.6890000000000001,1070.0,20.0,36371.0,25540.0,25540.0,0.5556,0.5333,14000.0,0.3308,0.5,73053.75,7.78000020980835,0.4017467249,0.1397379913,0.12227074240000001,0.1179039301,0.2183406114,0.1228,0.2794759825,2,14000,0.3132,0.081,0.083,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
1396,2,14910.0,11092.0,5463.0,2.0,0.5194,958.0,17.0,32746.0,23900.0,23900.0,0.3636,0.5905,25000.0,0.1621,0.3695,69837.96,9.01000022888183,0.4244186047,0.2412790698,0.1802325581,0.0872093023,0.0668604651,0.3788,0.47965116280000003,2,25000,0.3242,0.092,0.09300000000000001,40900,47300,51400
1397,1,2004.0,10687.0,7629.0,2.0,0.3821,958.0,18.0,17464.0,8873.0,15144.0,0.3906,0.7676,17000.0,0.113,0.2436,54222.17,13.5600004196167,0.542607429,0.2323379461,0.1070648216,0.0626365623,0.055353241100000006,0.4762,0.46977421700000005,2,17000,0.414,0.158,0.19399999999999998,38200,44200,48900
1401,1,5984.0,8777.0,7059.0,2.0,0.7831,1025.0,20.0,21642.0,9172.0,22892.0,0.5686,0.4432,15000.0,0.268,0.5061,70221.41,6.360000133514401,0.3215721304,0.152300134,0.17641804379999998,0.1420276909,0.2076820009,0.6605,0.1866904868,2,15000,0.1469,0.087,0.092,42900,47200,49200
1403,2,15940.0,13486.0,8355.0,2.0,0.8041,,,58936.0,44300.0,44300.0,0.7416,0.2881,17996.0,0.5941,0.6868,82700.4,5.369999885559079,0.2804487179,0.1105769231,0.1201923077,0.1939102564,0.2948717949,0.7485,0.11217948720000001,2,17996,0.0689,0.040999999999999995,0.037000000000000005,69000,52800,53000
1404,1,10227.0,832.0,,1.0,,,,,14343.0,14343.0,,,12500.0,0.0,0.3455,60211.39,6.57000017166137,0.6982886614,0.1576932093,0.0849157355,0.0386288453,0.0204735485,,0.9251907999,2,12500,0.7809,0.11599999999999999,0.153,29700,44400,58700
1407,2,15101.0,10088.0,7624.0,2.0,0.7138,,,53017.0,39492.0,39492.0,0.7757,0.4549,19613.0,0.565,0.6343,78949.51,4.55999994277954,0.31965811969999997,0.147008547,0.1504273504,0.135042735,0.2478632479,0.4719,0.2068376068,2,19613,0.1028,0.052000000000000005,0.04,43000,45400,54300
1410,2,26601.0,83851.0,13332.0,2.0,0.1148,1513.0,34.0,69863.0,53740.0,53740.0,0.9348,0.1564,13500.0,0.8707,0.9284,81539.46,6.17999982833862,0.2483443709,0.10860927150000001,0.1125827815,0.1251655629,0.40529801320000003,0.9748,0.20066225170000002,2,13500,0.0516,0.011000000000000001,0.017,106100,81000,82600
1412,2,24622.0,12981.0,8880.0,2.0,0.7874,,,64159.0,48920.0,48920.0,0.7914,0.1402,26945.0,0.7626,0.8038,92129.84,4.11999988555908,0.1141552511,0.0799086758,0.1179604262,0.17275494670000002,0.5152207002,0.9613,0.0243531202,2,26945,0.0084,0.02,0.02,81000,69800,80100
1413,1,8834.0,3053.0,6278.0,1.0,,,,17822.0,7416.0,12336.0,0.1163,0.33799999999999997,11547.0,0.0432,0.12,73191.4,6.67999982833862,0.4749495204,0.2706335184,0.15137556789999998,0.0588086825,0.0442327108,0.0502,0.9103356890000001,2,11547,0.7566,0.061,0.07,47200,56800,71500
1414,1,17188.0,32789.0,11265.0,,,,,,,,,,15000.0,,,76216.4,7.289999961853019,0.39814814810000004,0.18287037039999998,0.1666666667,0.11111111109999999,0.1412037037,0.4734,0.5763888889,2,15000,0.4812,0.01,0.011000000000000001,128000,96800,82600
1415,1,9864.0,11856.0,9869.0,2.0,0.5794,1274.0,27.0,24522.0,11778.0,26872.0,0.6970000000000001,0.2501,16500.0,0.4154,0.6602,83010.29,4.920000076293941,0.36063771299999997,0.139362287,0.1506322155,0.1179219351,0.23144584940000001,0.6915,0.21302913690000003,2,16500,0.1475,0.042,0.052000000000000005,57500,60300,60500
1416,1,14839.0,15100.0,13045.0,2.0,0.4716,1390.0,31.0,25919.0,10595.0,35216.0,0.8844,0.1404,15750.0,0.6861,0.8573,90010.73,4.42999982833862,0.2662665394,0.1192197517,0.13708907380000002,0.13081435,0.34661028509999997,0.7799,0.10871640980000001,2,15750,0.0643,0.023,0.022000000000000002,68200,68400,73000
1417,2,29865.0,16438.0,8198.0,2.0,0.6426,1178.0,26.0,61990.0,48630.0,48630.0,0.7396,0.2156,21500.0,0.6552,0.7096,80395.11,5.44999980926513,0.2654320988,0.10905349789999999,0.12345679009999999,0.1316872428,0.3703703704,1.0,0.08641975310000001,2,21500,0.0692,0.042,0.027000000000000003,43700,38800,41500
1418,1,4129.0,13153.0,8202.0,2.0,0.5411,960.0,18.0,24376.0,8302.0,18508.0,0.4439,0.6304,17500.0,0.2018,0.3841,66039.83,9.47999954223632,0.4332029067,0.18390162100000002,0.147568474,0.1268865288,0.1084404695,0.7264,0.1196198994,2,17500,0.1276,0.133,0.151,36400,42200,43300
1422,1,6881.0,8754.0,8742.0,2.0,0.6625,998.0,18.0,24084.0,7900.0,18167.0,0.4387,0.6208,21500.0,0.1315,0.3821,63566.62,10.520000457763599,0.4142452162,0.1824946846,0.1608788094,0.1112686038,0.131112686,0.6872,0.1775336641,2,21500,0.1672,0.158,0.18899999999999997,39900,42600,46000
1423,2,17060.0,8677.0,7766.0,2.0,0.6813,1104.0,22.0,55420.0,41350.0,41350.0,0.6395,0.313,19500.0,0.5937,0.6369,81781.05,4.2800002098083505,0.18216080399999998,0.1319095477,0.1231155779,0.1708542714,0.391959799,0.9928,0.11934673369999999,2,19500,0.09300000000000001,0.040999999999999995,0.032,53100,53900,58400
1424,2,8651.0,5883.0,6898.0,2.0,0.8409,,,22750.0,12400.0,12400.0,0.5,0.1389,,0.25,0.4875,59120.36,12.039999961853,0.44117647060000004,,,,,1.0,0.3235294118,2,PrivacySuppressed,0.1509,,0.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
1426,2,17597.0,11725.0,7023.0,2.0,0.8763,1069.0,24.0,50492.0,36900.0,36900.0,0.5833,0.6299,19481.0,0.3925,0.4793,70799.46,6.71000003814697,0.34553775740000003,0.1693363844,0.1853546911,0.1464530892,0.15331807779999998,0.4694,0.5423340960999999,2,19481,0.435,0.048,0.045,41200,57700,63500
1430,1,7258.0,8228.0,8015.0,2.0,0.6217,,,24288.0,9824.0,19526.0,0.7135,0.2413,15900.0,0.4919,0.6973,77177.93,5.23000001907348,0.2516108247,0.11340206189999999,0.1520618557,0.1565721649,0.3263530928,0.6633,0.1278994845,2,15900,0.0803,0.033,0.049,48400,51200,57100
1431,1,10487.0,15256.0,7402.0,2.0,0.8006,1188.0,26.0,29220.0,14806.0,30568.0,0.7936,0.1965,17750.0,0.7075,0.7907,85886.58,4.61999988555908,0.21960072600000002,0.08529945550000001,0.13430127039999998,0.15970961890000002,0.4010889292,0.7353,0.08529945550000001,2,17750,0.0401,0.028999999999999998,0.019,PrivacySuppressed,PrivacySuppressed,56600
1432,2,14452.0,16050.0,9699.0,2.0,0.5761,1331.0,29.0,65163.0,53343.0,53343.0,0.775,0.2097,22625.0,0.6651,0.7059,72041.37,6.51000022888183,0.19875776399999998,0.0807453416,0.1677018634,0.1614906832,0.3913043478,1.0,0.09937888199999999,2,22625,0.0524,0.006999999999999999,0.0,PrivacySuppressed,PrivacySuppressed,42600
1433,1,6931.0,6865.0,7347.0,2.0,0.79,1131.0,23.0,24733.0,9940.0,23208.0,0.7427,0.2907,15750.0,0.4678,0.7217,80470.71,4.98000001907348,0.2840608004,0.1358248501,0.1500488077,0.1412634221,0.2888021196,0.5256,0.1609259518,2,15750,0.1145,0.035,0.054000000000000006,52900,55700,55800
1435,1,0.0,40561.0,11377.0,2.0,0.0854,1301.0,29.0,,,,0.9122,,,0.9009,0.9094,,,,,,,,0.9911,,0,,0.0073,,,,,
1436,2,16453.0,10909.0,8250.0,2.0,0.7316,1113.0,22.0,50032.0,36242.0,36242.0,0.6,0.3605,22000.0,0.4253,0.5498,74334.54,5.42999982833862,0.2640047676,0.1299165673,0.1656734207,0.1573301549,0.28307508940000004,0.3243,0.1656734207,2,22000,0.1513,0.063,0.055,50300,52100,57400
1437,2,21746.0,15610.0,7989.0,2.0,0.6357,,,59375.0,46978.0,46978.0,0.701,0.2554,20500.0,0.6947,0.7236,83448.41,4.19000005722045,0.1714285714,0.0803571429,0.1553571429,0.1589285714,0.4339285714,0.7229,0.021428571400000002,2,20500,0.0142,0.04,0.022000000000000002,PrivacySuppressed,PrivacySuppressed,56300
1438,2,14491.0,10061.0,7064.0,2.0,0.6431,1151.0,24.0,55295.0,43260.0,43260.0,0.7091,0.3222,19500.0,0.5897,0.6737,83552.93,3.84999990463256,0.2436619718,0.1084507042,0.1633802817,0.16760563380000001,0.31690140850000004,0.2259,0.0633802817,2,19500,0.0309,0.046,0.026000000000000002,62200,52400,52700
1440,2,25412.0,3978.0,10392.0,2.0,0.5709,,,60090.0,40650.0,40650.0,,0.0526,5500.0,,,,,0.56,,,,,0.2214,,1,PrivacySuppressed,0.0664,0.043,,,,
1441,3,10102.0,2386.0,5880.0,1.0,,,,,12120.0,12120.0,1.0,,8000.0,0.4516,0.4429,,,0.4022222222,0.3088888889,0.1555555556,0.0666666667,0.0666666667,1.0,0.8977777778,1,8000,0.8417,,0.081,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
1442,2,16040.0,7115.0,7017.0,2.0,0.6839,1010.0,19.0,47742.0,35680.0,35680.0,0.5672,0.5395,20050.0,0.1559,0.4427,62232.99,10.4499998092651,0.383625731,0.1789473684,0.1555555556,0.134502924,0.1473684211,0.1733,0.1684210526,1,20050,0.1516,0.073,0.042,45200,50900,52900
1443,2,27541.0,30709.0,12975.0,2.0,0.1281,1449.0,33.0,71300.0,56426.0,56426.0,0.938,0.1975,11900.0,0.8711,0.9426,82187.65,6.96999979019165,0.3201133144,0.21246458920000003,0.1444759207,0.0793201133,0.2436260623,0.9158,0.0368271955,1,11900,0.0125,0.013999999999999999,0.03,PrivacySuppressed,PrivacySuppressed,93400
1445,2,15013.0,5175.0,6468.0,2.0,0.7362,,,51109.0,37860.0,37860.0,0.3684,0.4963,15442.0,0.3305,0.4393,69542.67,6.57999992370605,0.2886115445,0.1669266771,0.1560062402,0.1560062402,0.232449298,0.2081,0.22776911079999998,1,15442,0.2759,0.073,0.069,38900,50500,50100
1447,2,14911.0,9555.0,8506.0,2.0,0.8107,,,53303.0,40958.0,40958.0,0.7668,0.2215,25000.0,0.6990000000000001,0.7307,80096.93,4.75,0.16399999999999998,0.09,0.107,0.154,0.485,0.4932,0.1,1,25000,0.0638,0.044000000000000004,0.016,60400,59400,62000
1448,2,34365.0,15388.0,16278.0,2.0,0.2441,1367.0,30.0,68482.0,51104.0,51104.0,0.8987,0.1364,21875.0,0.8888,0.9182,82978.89,6.51000022888183,0.1758893281,0.0909090909,0.1422924901,0.1422924901,0.4486166008,1.0,,1,21875,0.0034,0.019,0.017,106500,124300,109600
1450,2,15009.0,3846.0,4188.0,2.0,0.7727,1010.0,20.0,26691.0,12600.0,12600.0,1.0,0.6667,16624.0,0.5143,0.6409999999999999,68167.52,6.07000017166137,,,,,,,,1,16624,0.275,0.024,0.053,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
1451,2,15610.0,7428.0,7844.0,2.0,0.6041,,,46315.0,34225.0,34225.0,0.6364,0.5903,17610.0,0.5449,0.5809,64235.27,7.98000001907348,0.45152158530000003,0.1988676575,0.1337579618,0.11677282380000001,0.0990799717,0.2148,0.6553432413,1,17610,0.4956,0.048,0.048,39800,45900,48400
1452,3,18017.0,6195.0,7112.0,2.0,0.6927,,,39751.0,22320.0,22320.0,0.1667,0.6471,18532.0,0.2078,0.3324,64103.41,9.59000015258789,0.5330188679,0.17767295600000002,0.1352201258,0.0676100629,0.0864779874,0.122,0.5738993711,1,18532,0.5774,0.065,0.092,30700,35400,38900
1454,2,16910.0,6042.0,7972.0,2.0,0.6634,1087.0,23.0,53368.0,39200.0,39200.0,0.4706,0.3879,19750.0,0.3183,0.4095,68777.13,7.15999984741211,0.2973661852,0.1512319456,0.13848768050000002,0.15463041630000002,0.2582837723,0.2743,0.2310960068,1,19750,0.18600000000000003,0.078,0.113,45600,50600,50600
1455,2,30307.0,15504.0,14104.0,2.0,0.4321,1338.0,30.0,66180.0,49880.0,49880.0,0.9008,0.1297,23250.0,0.8427,0.9001,82419.5,5.03000020980835,0.14586709890000002,0.095623987,0.1158833063,0.1410048622,0.5016207455,0.6551,0.033225283599999995,1,23250,0.018000000000000002,0.009000000000000001,0.005,83200,93900,98600
1456,2,27167.0,18631.0,9800.0,2.0,0.4764,,,63027.0,44140.0,44140.0,0.6846,0.1433,15000.0,0.5171,0.6379,77216.67,6.550000190734861,0.3371192566,0.1347444502,0.13629323699999998,0.1321631389,0.25967991739999996,0.3934,0.331956634,1,15000,0.1918,0.059000000000000004,0.10300000000000001,34000,34800,41400
1459,2,25354.0,11587.0,6240.0,1.0,,,,33031.0,21924.0,21924.0,0.3333,0.1154,33166.0,0.0,0.1428,68891.03,8.06999969482422,0.5285714286,,,,,0.0802,0.4,1,33166,0.4535,0.038,0.084,55700,46900,50300
1461,2,34327.0,24648.0,15323.0,2.0,0.2789,1429.0,33.0,70588.0,55464.0,55464.0,0.9191,0.1468,16000.0,0.8832,0.9201,83893.95,5.92999982833862,0.1731414868,0.0959232614,0.1074340528,0.1338129496,0.4896882494,0.6477,0.0134292566,1,16000,0.0206,0.015,0.012,94900,96400,89400
1462,2,33686.0,32355.0,14136.0,2.0,0.2209,1420.0,32.0,70216.0,53948.0,53948.0,0.8861,0.1815,22500.0,0.825,0.8764,83140.68,5.76999998092651,0.21750536609999999,0.1094681612,0.1342714047,0.151442881,0.38731218700000003,0.7021,0.057476747,1,22500,0.066,0.017,0.02,83300,74000,74500
1463,2,24212.0,18770.0,13176.0,2.0,0.3115,1398.0,31.0,70848.0,55395.0,55395.0,0.8886,0.1585,24708.0,0.8166,0.8907,85221.28,5.69999980926513,0.2528216704,0.09706546279999999,0.1478555305,0.1591422122,0.3431151242,0.6805,0.0316027088,1,24708,0.0072,0.021,0.025,68700,68800,69100
1464,1,9901.0,7669.0,9176.0,2.0,0.9014,1073.0,22.0,22590.0,10367.0,16507.0,0.5922,0.4058,18500.0,0.3446,0.5988,75059.92,5.1999998092651305,0.30808643350000003,0.1314323903,0.1338828247,0.1670750724,0.2595232791,1.0,0.18511918019999998,1,18500,0.1606,0.057,0.063,46300,46700,49300
1468,2,12117.0,5782.0,7677.0,1.0,,,,27140.0,15588.0,15588.0,0.3333,0.125,15302.0,0.0545,0.0636,59111.58,12.4099998474121,0.5497925311,0.25933609960000004,0.10995850619999999,,,1.0,0.8755186722,1,15302,0.8227,0.08199999999999999,0.07,31900,44200,52200
1472,2,20544.0,14034.0,10859.0,2.0,0.5939,,,54760.0,45730.0,45730.0,0.8013,0.2163,22750.0,0.736,0.7963,76163.05,6.4899997711181605,0.19179894179999998,0.1018518519,0.17460317460000002,0.1838624339,0.3478835979,1.0,0.0291005291,1,22750,0.0156,0.019,0.023,49200,54800,56800
1474,2,19414.0,12491.0,10005.0,2.0,0.9271,1026.0,20.0,54643.0,40070.0,40070.0,0.5309,0.376,18871.0,0.447,0.5278,77762.42,5.76000022888183,0.24526928679999999,0.1484716157,0.1499272198,0.15356623,0.3027656477,0.3541,0.1994177584,1,18871,0.2148,0.066,0.061,43200,51000,54600
